"GLACIER_ID","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003"
"G006129E45141N_3703_SMB","-0.6513975","0.2824559","-0.1145981","0.0656291","-0.9345933","-0.174899","-0.3753879","-0.8343571","0.0878454","-1.2858436","0.3906221","0.6160194","-0.1119505","0.5828439","0.0059228","-0.1548203","-0.2895119","0.7978041","-0.0836273","-1.3972602","-0.3865577","0.0231159","-1.3866253","-1.010568","-0.7521199","-1.0477474","-0.6823806","-0.3997974","0.7150652","0.0002488","-0.5305465","-1.5812831","-0.762361","-1.0112069","0.3204098","-0.898267","-2.3701189"
"G006129E45141N_3704_SMB","-0.6585937","0.2589253","-0.249467","0.0581089","-1.0775869","-0.2951368","-0.4602848","-1.0928121","0.2133178","-1.4980392","0.5533602","0.7438551","-0.0659305","0.7275352","0.1481326","-0.0832154","-0.2301929","0.792231","-0.3295155","-1.5367198","-0.414002","-0.0380647","-1.362031","-1.8292074","-1.0580127","-1.6359057","-0.7808372","-0.5337571","0.7272021","-1.2334428","-1.3409238","-2.2052851","-1.0689328","-1.5108516","0.0506791","-2.2088275","-3.2602482"
"G006129E45141N_3705_SMB","-0.632408","0.3054769","-0.0847035","0.0990088","-0.701411","-0.2042987","-0.4493761","-0.8594991","0.0918707","-1.2847965","0.4325999","0.6156399","-0.033124","0.6436269","-0.0110962","-0.1710845","-0.2403269","0.7857704","0.0482023","-1.3225149","-0.279927","0.1118693","-1.4172335","-1.2533305","-0.6979471","-1.111323","-0.6909948","-0.3271365","0.6971481","-0.1171748","-0.5373853","-1.6061774","-0.6367946","-1.0273161","0.3266221","-1.0377083","-2.3634698"
"G006129E45141N_3706_SMB","-0.7190559","0.2346406","-0.2010956","0.018538","-1.0999229","-0.316453","-0.5180315","-1.1368185","0.117804","-1.5451711","0.507984","0.6678225","-0.0840722","0.7152729","0.053082","-0.1293958","-0.3252051","0.7624417","-0.4038844","-1.4908903","-0.4098365","-0.0987142","-1.4975257","-1.7939767","-1.0348964","-1.5580765","-0.7648147","-0.5738686","0.6426199","-0.686834","-1.0057459","-2.0137825","-0.9162519","-1.4463614","0.2507223","-1.8515811","-2.9737358"
"G006129E45141N_3707_SMB","-0.7486565","0.1678138","-0.2565408","-0.0269296","-1.2476802","-0.3355765","-0.5013255","-1.1826012","0.0883501","-1.5877237","0.4683657","0.6532657","-0.1706353","0.6581261","0.0242077","-0.1392797","-0.4004976","0.7576435","-0.5305853","-1.5956836","-0.5471367","-0.1906267","-1.5738862","-1.790442","-1.2197752","-1.6069145","-0.8136802","-0.7202741","0.6349141","-0.842442","-1.2323833","-2.1641543","-1.1039728","-1.5611006","-0.0262374","-2.0747316","-3.0850234"
"G006129E45141N_3708_SMB","-0.7300159","0.1830963","-0.2340607","-0.0135663","-1.2031193","-0.294423","-0.4621791","-1.0977366","0.0777752","-1.5253088","0.4387317","0.6435636","-0.1911221","0.6279207","0.0177395","-0.1519927","-0.394234","0.7739106","-0.4464086","-1.5606648","-0.5476149","-0.192755","-1.5142161","-1.6684768","-1.1760638","-1.5396842","-0.787959","-0.7049527","0.6496913","-0.6503657","-1.1228586","-2.0952997","-1.041087","-1.4955726","0.1443368","-1.9271284","-2.998796"
"G006132E45128N_3758_SMB","-0.7917076","0.1914839","-0.2243244","-0.2305744","-0.7976288","-0.2122463","-0.5887176","-1.0162728","0.1437044","-1.3479453","0.4163109","0.3702258","-0.3155498","0.3370647","-0.3421761","-0.4018871","-0.2741359","0.7734404","0.0178144","-1.349737","-0.3070979","-0.0923711","-1.5001056","-0.9231008","-0.7816379","-1.2566586","-0.7414958","-0.3260301","0.5253857","-0.0523027","-0.5305297","-1.5459647","-0.5322833","-1.1125046","0.4041115","-0.904823","-2.2986629"
"G006132E45128N_3759_SMB","-0.9043074","-0.012705","-0.5802776","-0.3548502","-1.2168961","-0.3113148","-0.6196289","-1.1964014","0.086703","-1.4673998","0.4921844","0.4346429","-0.634037","0.3455567","-0.3190565","-0.4104549","-0.3829654","0.6293816","-0.4032686","-1.644279","-0.7736993","-0.5807107","-1.4304006","-1.7137752","-1.269448","-1.8347532","-0.8384506","-0.749952","0.3763606","-1.4961147","-2.088011","-2.3058167","-1.5011563","-2.1499715","-0.6394431","-2.4525399","-3.6272743"
"G006133E45281N_3563_SMB","-0.4711321","-0.335052","-0.7569864","-0.73167","-1.2956648","-0.5802865","-1.1440327","-0.8531107","-0.46573","-1.3995708","0.6380389","0.6780565","0.0912278","0.6536167","0.2236647","0.0280127","-0.0864981","0.4372804","-0.2386082","-1.5006721","0.1194448","0.0230801","-1.8117838","-1.6024903","-0.69465","-1.0927374","-0.5910839","-0.3865935","0.7977403","-0.0923355","-0.698277","-1.5214429","-0.9107082","-1.1466681","0.3708852","-1.4958377","-3.4084496"
"G006133E45303N_3470_SMB","-0.4120166","-0.583047","-0.7211195","-0.4984401","-1.6111382","-0.475995","-1.037936","-0.7164232","-0.4370739","-1.368803","0.233236","0.746998","0.1206831","0.593881","0.3695967","0.1563509","-0.1326374","0.3391859","-0.4306943","-1.5223105","0.1267817","-0.0360155","-1.7678096","-1.5714612","-0.7043843","-0.94986","-0.6086594","-0.4180387","0.5835264","-0.3137851","-0.9944848","-1.6378398","-1.1776733","-1.7612877","-0.3433547","-1.5901046","-3.6894739"
"G006134E45248N_0_SMB","-0.2303219","-0.0471823","-0.3822391","-0.2803183","-1.2931528","-0.4463307","-0.8736312","-0.6308049","-0.089164","-1.2394233","0.6495711","0.9709765","0.3086745","0.9183775","0.5811713","0.2538352","0.0021415","0.627824","0.0002714","-1.4747467","0.321769","0.2000099","-1.6930391","-1.4708207","-0.5791457","-0.7715528","-0.4900593","-0.3421206","1.0283794","-0.2990839","-0.748211","-1.4683051","-0.8521768","-1.2454071","0.063643","-2.1134808","-3.7716422"
"G006134E45248N_3755_SMB","-0.3603929","-0.2317378","-0.3817344","-0.4652317","-1.2289121","-0.5389863","-0.8484188","-0.7025311","-0.2538723","-1.334516","0.4931026","0.8448958","0.1972541","0.7939876","0.4400663","0.1661445","-0.0919667","0.5170447","-0.167766","-1.4872322","0.1980375","0.1065202","-1.7218769","-1.5763066","-0.6037447","-0.7198784","-0.5263631","-0.3432889","0.9605386","-0.1142666","-0.6548961","-1.2954967","-0.7110338","-0.756228","0.2852267","-1.221146","-3.2679305"
"G006136E44867N_3455_SMB","-0.5909825","-0.1243646","-0.5011419","-0.8448221","-0.7467815","-0.2791331","-1.3879477","-0.7543986","-0.4089087","-0.8610207","0.337249","0.3525551","-0.182063","0.1685048","-0.0709969","-0.2648565","-0.2137282","0.2282543","-0.2747236","-1.3963344","-0.4365705","-0.1104625","-1.2580913","-0.9073572","-0.6242544","-0.6276327","-0.6163123","-0.5317601","0.3175299","-0.0818446","-0.8001584","-1.5903587","-0.7874511","-1.2145314","0.3803076","-1.0806391","-2.8364511"
"G006137E45153N_3610_SMB","-0.7723159","0.3224121","-0.2181431","-0.1526122","-0.9816338","-0.1684954","-0.5162423","-0.8378674","0.1791699","-1.1974556","0.1994836","0.4718093","-0.4708767","0.3597467","-0.3263098","-0.4771779","-0.395809","0.8947604","0.0397502","-1.463726","-0.5822974","0.0591708","-1.4418697","-1.180156","-1.0474614","-1.0580426","-0.8467196","-0.7043896","0.6639212","-0.2683681","-0.8314353","-1.7817693","-0.7017092","-1.2340817","0.3574558","-1.0659544","-2.5689111"
"G006137E45273N_3465_SMB","-0.5090935","-0.4268765","-0.939567","-0.6024121","-1.475286","-0.4623252","-1.2040622","-0.757956","-0.5702089","-1.4126291","0.4918728","0.6976991","0.2141992","0.6165572","0.252615","0.1305533","-0.1503894","0.3509009","-0.3408532","-1.5133979","0.1403364","0.1575496","-1.7860444","-1.5978782","-0.7160003","-1.0565499","-0.6109163","-0.4080693","0.5031812","-0.2881739","-1.0550312","-1.7639217","-1.3317785","-2.0338578","-0.1632555","-1.6477711","-3.8309803"
"G006139E44912N_3697_SMB","-0.6645522","0.2094009","-0.313238","-0.6874949","-0.7621624","-0.2035097","-1.3644675","-1.0607045","-0.036494","-1.1907138","0.490207","0.623697","-0.1545736","0.4388108","0.0831076","-0.0616149","-0.2732367","0.5835163","-0.5733747","-1.2945125","-0.3476106","0.0379013","-1.5339849","-1.2575252","-0.7655005","-0.6862926","-0.5562319","-0.2044444","0.5073391","-0.1089757","-0.5686373","-1.526587","-0.8762192","-1.0314641","0.7298126","-0.9462734","-2.6283717"
"G006140E44907N_0_SMB","-0.9115406","0.0624678","-0.7374029","-0.9281591","-1.1315637","-0.236094","-1.8515022","-1.3224005","0.0205973","-1.4168837","0.7386595","0.5893958","-0.1856131","0.4033188","0.0270122","-0.2120158","-0.3373158","0.3056876","-0.6172108","-1.4426793","-0.6566954","-0.1235066","-1.6456169","-1.5242041","-0.7940503","-0.771968","-0.567345","-0.4429383","0.4434189","-0.18692","-0.7803698","-1.790838","-0.9112558","-1.3012466","0.5363734","-1.7821574","-3.1567526"
"G006141E45161N_3266_SMB","-0.5982978","0.2598561","-0.1030421","0.0589384","-0.762876","-0.188122","-0.413914","-0.7653897","0.0090602","-1.1590225","0.284659","0.5637326","-0.0934994","0.5118588","-0.0445096","-0.1702456","-0.2628564","0.7745241","0.124943","-1.3554113","-0.2839122","0.0602913","-1.1521459","-1.2068954","-0.7874712","-1.1996579","-0.6545092","-0.3540376","0.6693209","-0.0571344","-0.5448411","-1.5705119","-0.638742","-1.0238862","0.4167022","-0.8220832","-2.4095795"
"G006143E44914N_3318_SMB","-0.9289804","0.1655109","-0.59705","-0.8359702","-0.9713278","-0.1009273","-1.6451404","-0.9936593","0.028714","-1.136935","0.4597968","0.5289688","-0.4368636","0.2930393","-0.0824763","-0.2266794","-0.4057745","0.435209","-0.6200747","-1.3936985","-0.5455381","-0.0467635","-1.502517","-1.3022575","-0.856501","-0.7813189","-0.6538272","-0.430141","0.4786041","-0.3685053","-0.9325529","-1.6590531","-0.8837987","-1.2137027","0.7298305","-0.9317437","-2.7376194"
"G006144E44903N_3331_SMB","-0.7920753","0.1183328","-0.4904764","-0.9658895","-0.9186921","-0.224694","-1.6726162","-1.2836785","0.0048454","-1.3180869","0.6417174","0.5997733","-0.226842","0.3945665","-0.0092716","-0.0955821","-0.2689768","0.512859","-0.6984521","-1.4020854","-0.4568484","-0.0452077","-1.6969521","-1.4548761","-0.7994847","-0.9561465","-0.5499561","-0.1802289","0.4421036","-0.2899693","-0.6087114","-1.6795754","-0.9745992","-1.198673","0.9077717","-1.4323543","-2.8314741"
"G006145E45302N_0_SMB","-0.3804388","-0.9591031","-1.1019323","-0.7360708","-1.8211855","-0.6694214","-1.309356","-1.0338473","-0.3980828","-1.5208635","0.1661206","0.8162205","-0.0225018","0.7425733","0.4049316","0.0578639","-0.0773832","0.5765578","-0.6422211","-1.8340909","0.190239","0.1461018","-1.9010885","-1.7580059","-0.7888221","-1.0284376","-0.6032476","-0.4739185","1.0331037","-0.2435387","-0.7839836","-1.4332709","-0.8505468","-1.0059359","0.3653192","-1.5753618","-3.6215143"
"G006145E45302N_3753_SMB","-0.3477287","-0.8389305","-0.992287","-0.681562","-1.7242215","-0.6273757","-1.2247237","-0.9587082","-0.3720163","-1.4474978","0.1952739","0.8293349","0.0202703","0.7332175","0.4168829","0.0778117","-0.0652096","0.5832306","-0.592338","-1.801621","0.1875741","0.1488044","-1.9068021","-1.7298098","-0.8043081","-1.0317314","-0.6134926","-0.5101001","1.0196949","-0.3147861","-0.8844585","-1.4940017","-0.9540161","-1.3873162","0.0648686","-2.0208406","-3.8350732"
"G006145E45302N_3754_SMB","-0.3397075","-0.8990851","-1.028635","-0.6858414","-1.6842546","-0.6350579","-1.1995459","-0.9603442","-0.3800605","-1.4412427","0.1466643","0.8072553","-0.007627","0.713932","0.4014258","0.0448358","-0.052309","0.5825217","-0.5330166","-1.7589734","0.214848","0.1904304","-1.8065058","-1.6951796","-0.7341471","-0.9704181","-0.5778614","-0.3969778","1.0398018","-0.1794189","-0.7260396","-1.3048294","-0.7650263","-0.8406438","0.4058988","-1.3353916","-3.4588945"
"G006146E44913N_0_SMB","-0.6449873","0.3560344","0.0522465","-0.3930154","-0.4472731","0.0100506","-0.816564","-0.6813711","0.1077898","-0.5837297","0.5209935","0.6500241","-0.0707838","0.3642279","0.0510839","-0.0490504","-0.3001582","0.4181523","-0.3933821","-1.1286414","-0.2586868","0.1389291","-1.4039369","-0.9112761","-0.6441447","-0.3930035","-0.5070593","-0.2502041","0.4423403","0.0941916","-0.2792119","-1.2613927","-0.6011958","-0.7244815","0.681436","-0.1130006","-2.2241969"
"G006146E44918N_0_SMB","-1.0158725","0.2321135","-0.3878989","-0.8002495","-1.0330436","-0.0894852","-1.4442071","-0.9996663","0.1313619","-1.0074224","0.4777398","0.56322","-0.4299743","0.3003513","-0.0843692","-0.2420917","-0.4244684","0.4702733","-0.502417","-1.3498718","-0.5264529","0.0536966","-1.52429","-1.2992703","-0.9557093","-0.7303634","-0.6521435","-0.4671157","0.4254416","-0.3826456","-0.8032535","-1.6779759","-0.7130913","-0.9878068","0.7413298","-0.7954781","-2.7559221"
"G006146E44918N_3747_SMB","-0.9957646","0.2459653","-0.3492151","-0.8033419","-0.995751","-0.1222366","-1.460248","-1.0263023","0.141491","-1.1058567","0.5281534","0.583715","-0.3627769","0.3640822","-0.039848","-0.2274884","-0.4355509","0.4484321","-0.4889425","-1.3239597","-0.4169123","0.1196663","-1.5529152","-1.3760118","-0.9405555","-0.7340641","-0.6510738","-0.3798194","0.424467","-0.3153417","-0.6949406","-1.587477","-0.6458799","-0.8852642","0.7534387","-0.8081081","-2.6659055"
"G006147E44908N_0_SMB","-1.3545865","0.2145879","-0.4326552","-1.0055749","-0.9067202","-0.0807847","-1.3888662","-1.2770066","0.0683086","-1.3612396","0.6467255","0.5299649","-0.601566","0.188848","-0.3157378","-0.3250231","-0.4573042","0.4416801","-0.6975517","-1.3563563","-0.5562429","-0.0358621","-1.6881554","-1.376889","-0.9537306","-0.9259303","-0.6685187","-0.2723851","0.3214047","-0.4616981","-0.5745117","-1.649895","-0.6440672","-1.0388526","0.7667794","-0.9626607","-2.688381"
"G006149E44931N_3285_SMB","-0.7078702","0.2781826","-0.1315862","-0.5237652","-0.7999932","-0.118509","-1.1332282","-0.896716","0.0299174","-0.9849356","0.5068054","0.601329","-0.2066884","0.3775439","0.0053413","-0.1554269","-0.3426372","0.422395","-0.446056","-1.2157897","-0.3597167","0.0790422","-1.4989729","-1.1970249","-0.813829","-0.6826898","-0.5740105","-0.2935025","0.3822991","-0.0851445","-0.4990178","-1.4902254","-0.6793207","-0.7972812","0.6897351","-0.6562121","-2.5055161"
"G006149E45143N_3760_SMB","-0.5109871","0.5443702","0.0706828","0.143706","-0.8855698","-0.3144477","-0.7195404","-0.7458662","0.2529468","-1.5116359","1.2184559","0.8001123","0.2139842","0.8714457","0.0500884","-0.2374215","-0.0664371","0.317046","-0.5547885","-1.2570761","-0.2969232","0.0370062","-1.3472522","-1.1252012","-0.7347618","-1.2614809","-0.8412201","-0.1484585","0.612996","-0.020863","-0.6261873","-1.67945","-0.674005","-1.0158888","0.2895962","-1.7666898","-2.4579356"
"G006149E45143N_3761_SMB","-0.3120976","0.3939972","-0.3248256","-0.2117737","-1.0786271","-0.3138814","-0.8267729","-1.3367746","0.2566023","-1.9740348","0.8915291","0.6492393","-0.1017443","0.5034513","0.1750219","-0.0668036","-0.0750018","0.4914751","-0.749708","-1.7270168","-0.7399517","-0.6304544","-1.8033963","-1.9183509","-1.2036085","-1.3983057","-1.1715686","-0.4700078","0.4565697","-0.0425842","-0.9758911","-1.9818788","-0.8052134","-1.4701942","0.16168","-1.6393944","-2.7787018"
"G006149E45171N_3498_SMB","-0.5842391","0.2134776","-0.1607845","-0.0194274","-0.848794","-0.1922966","-0.563815","-0.7866714","-0.0137668","-1.1446123","0.2041356","0.5259178","-0.2527397","0.467236","-0.043425","-0.2042673","-0.3339164","0.7607472","0.1079745","-1.4128892","-0.3086826","-0.0538273","-1.1391258","-1.289667","-0.8473451","-1.1468949","-0.6819679","-0.512599","0.6909182","-0.0863176","-0.6563039","-1.6150252","-0.6491068","-1.0640109","0.4709045","-0.7478335","-2.4612997"
"G006151E44901N_3696_SMB","-0.5088977","0.3500382","0.1013297","-0.2503884","-0.1679898","0.1420655","-1.0403087","-0.5177531","0.1827119","-0.5350987","0.8128554","0.7766488","0.2516684","0.4827218","0.1423682","0.0653144","-0.1619329","0.4019785","-0.0550209","-1.101712","-0.0562199","0.3317211","-1.3382399","-1.0169902","-0.3349685","-0.3814636","-0.3062294","-0.0055802","0.604458","0.111595","-0.1348091","-1.1546707","-0.4601883","-0.5266875","1.1224718","-0.3541457","-2.1278701"
"G006151E44911N_0_2_SMB","-0.9471226","0.1906035","-0.5510185","-0.9067429","-0.9260485","-0.0915971","-1.6432545","-0.9993672","-0.0051524","-1.1578517","0.6062141","0.4934291","-0.3582019","0.2322631","-0.1690094","-0.2241221","-0.2871497","0.346627","-0.6512312","-1.3636932","-0.5288525","-0.1567671","-1.5921443","-1.2150668","-0.7506977","-0.9561796","-0.5675354","-0.2649924","0.3503762","-0.2875099","-0.7012609","-1.6524647","-0.8283387","-1.2113384","0.9459043","-1.2736292","-2.7752464"
"G006151E44911N_0_3_SMB","-0.8570293","0.1748354","-0.7273396","-0.9381402","-0.9428529","-0.05227","-1.7056794","-1.0794905","0.0688442","-1.1239579","0.6706245","0.5526268","-0.4126829","0.2837636","-0.0944589","-0.2526649","-0.2066757","0.4429045","-0.5406365","-1.424673","-0.6141497","-0.0999858","-1.4908607","-1.3738513","-0.8468111","-0.9328982","-0.4834713","-0.1987571","0.3751971","-0.8117311","-1.2062805","-1.830725","-1.0528636","-1.5112798","0.7533275","-1.8780917","-3.2193327"
"G006151E44911N_0_SMB","-0.8202871","0.1902479","-0.6772521","-0.8927902","-0.9022214","-0.04414","-1.6634107","-1.0500513","0.077758","-1.0906601","0.6642179","0.5547333","-0.3763321","0.2997994","-0.0802618","-0.2452814","-0.1946386","0.4354843","-0.5151352","-1.3933306","-0.5787815","-0.0656361","-1.469025","-1.3226662","-0.7711066","-0.9084068","-0.4720912","-0.1684237","0.4005316","-0.6462198","-1.0424144","-1.7528811","-0.9987781","-1.3701384","0.8295932","-1.5437386","-3.1446385"
"G006151E44911N_3802_SMB","-0.8268504","0.2098268","-0.419489","-0.7863848","-0.7800035","-0.0737896","-1.517242","-0.9014372","-0.0014595","-1.0917761","0.5773964","0.4925548","-0.2685503","0.2415562","-0.1572731","-0.2161849","-0.2631639","0.312629","-0.570735","-1.2689157","-0.3693162","0.0255474","-1.5635016","-1.0509465","-0.650788","-0.7722547","-0.4872608","-0.1987821","0.400075","0.0574872","-0.2415849","-1.3290937","-0.4820364","-0.7566555","0.9412959","-0.2461378","-2.3286231"
"G006152E44918N_3600_SMB","-1.0792654","0.1425501","-0.6154559","-0.9894822","-1.098556","-0.1321046","-1.7130537","-1.1359009","-0.0187068","-1.3189118","0.6045959","0.4572302","-0.5075629","0.1917636","-0.2697453","-0.29629","-0.3275142","0.3665485","-0.5755562","-1.3923943","-0.5550997","-0.1309778","-1.6234457","-1.2729579","-0.8409176","-1.032214","-0.6055197","-0.2873253","0.3262058","-0.2811163","-0.5344835","-1.6583645","-0.7019824","-0.9544957","0.9296486","-0.9641994","-2.7161317"
"G006152E45297N_0_2_SMB","-0.1348528","-0.0002915","-0.2955312","-0.3223788","-0.826984","-0.2375238","-0.7436554","-0.4468026","-0.1418979","-0.7300121","0.7421108","0.9243608","0.4767556","0.8148642","0.4509106","0.2897339","0.0566658","0.5718837","0.0518003","-1.1055281","0.3098355","0.4545897","-1.5321633","-1.21264","-0.2867668","-0.5337498","-0.3344461","-0.1613068","0.9570579","-0.0517229","-0.5207028","-1.3635449","-0.5207028","-0.9895157","0.4953785","-1.4793975","-3.519664"
"G006152E45297N_0_3_SMB","-0.5648218","-1.3084561","-1.6077609","-1.1138527","-1.9384501","-0.7560368","-1.7455678","-1.2262399","-0.9211258","-1.5916107","0.2006641","0.4599143","-0.3081869","0.4652462","-0.0191932","-0.2787726","-0.0700187","0.472648","-0.6538495","-1.8509686","0.0831991","-0.0129965","-1.9443711","-1.6975976","-0.9174551","-1.327042","-0.6648897","-0.5624456","0.8199998","-0.2072584","-0.8064578","-1.6050124","-1.0221088","-1.2507267","0.3965232","-1.5641739","-3.4753356"
"G006152E45297N_0_4_SMB","-0.7243935","-1.4504906","-1.774513","-1.1856577","-2.0910537","-0.9011842","-1.9094217","-1.3870668","-0.8759383","-1.7779536","0.2877229","0.5109059","-0.2431981","0.6010032","0.0271988","-0.1865461","-0.1263617","0.3746575","-0.811301","-1.9556731","0.0918924","-0.0874786","-2.077879","-1.9823254","-0.9430439","-1.449033","-0.6767865","-0.5442279","0.8039144","-0.3606175","-0.9234676","-1.7562757","-1.0875373","-1.5314658","0.3487988","-1.9679792","-3.7111287"
"G006152E45297N_0_SMB","-0.0463132","0.1156063","-0.1219815","-0.1614504","-0.5790762","-0.1408156","-0.5805443","-0.3037879","-0.0114731","-0.5632159","0.8116661","0.9797987","0.5587128","0.8688369","0.4931912","0.3664261","0.0849653","0.5943896","0.1388019","-0.8650666","0.3509968","0.542421","-1.3586888","-1.0386369","-0.1764743","-0.4997267","-0.2723486","-0.101045","0.9686938","-0.0426691","-0.5442457","-1.1890521","-0.8085464","-0.9208834","0.5327205","-1.4148784","-3.5342398"
"G006152E45297N_1_SMB","-0.4633257","-0.9194654","-1.2267133","-0.9302396","-1.6322641","-0.6292097","-1.4320562","-0.9969389","-0.6946782","-1.3870788","0.3426701","0.5778373","-0.0650933","0.5521002","0.1152341","-0.0742536","-0.0380623","0.4825799","-0.493767","-1.7227862","0.1135817","0.0882289","-1.8725915","-1.5908326","-0.7683182","-1.1352804","-0.5933037","-0.4056224","0.8173174","-0.1692149","-0.7420348","-1.4731028","-0.9607211","-1.3426368","0.4026425","-1.4825931","-3.4608712"
"G006153E45175N_3337_SMB","-0.6187131","0.0658156","-0.367475","-0.0691483","-1.236613","-0.2669773","-0.809367","-0.8921674","-0.0726182","-1.41099","0.1322946","0.482466","-0.3787988","0.3946449","-0.1953576","-0.2763638","-0.3669897","0.7956267","-0.0193863","-1.5026745","-0.4171823","-0.330975","-1.2567213","-1.3450549","-0.9007443","-1.4908285","-0.7115287","-0.5223542","0.7007444","-0.1838041","-0.7161999","-1.7067838","-0.7588938","-1.1053358","0.4014176","-0.9742972","-2.5452683"
"G006155E44930N_3349_SMB","-0.6931301","0.2477109","-0.3557518","-0.5835671","-0.740043","-0.0921022","-1.421895","-0.8523557","0.0453712","-1.0737555","0.4760998","0.5973527","-0.2086507","0.3875442","0.0530648","-0.1508444","-0.3262308","0.4718292","-0.5072788","-1.2878025","-0.315267","0.1094524","-1.4456441","-1.2601271","-0.7519804","-0.6716607","-0.5955443","-0.2805185","0.5500708","-0.219225","-0.7343218","-1.5213525","-0.7834647","-0.9494399","0.7871688","-0.8818928","-2.6596937"
"G006157E45173N_3591_SMB","-0.6893812","0.2022346","-0.1409347","-0.1623606","-0.8138043","-0.0337762","-0.376377","-0.7514744","0.1675314","-0.867373","0.1295119","0.2617974","-0.4678011","0.1422499","-0.3930011","-0.4444269","-0.352568","0.7755928","0.1298034","-1.3446207","-0.5254806","-0.1671141","-1.1560794","-0.6868491","-0.9108002","-0.8967111","-0.7178726","-0.5052752","0.5342352","0.0263234","-0.5614289","-1.4370679","-0.5922101","-1.0304589","0.329544","-0.2997902","-2.2018356"
"G006158E45307N_3338_SMB","-0.5582329","-0.7504634","-1.1519892","-0.7045271","-1.6842937","-0.5372747","-1.3448384","-0.7982866","-0.5929577","-1.4878845","0.4600311","0.631162","0.1852","0.5403004","0.2467575","0.0720057","-0.1634833","0.3221287","-0.3800169","-1.6709223","0.1643625","-0.0357043","-1.872045","-1.6768427","-0.7382786","-1.0780821","-0.6189029","-0.3836031","0.4532783","-0.333364","-1.1996233","-1.7893839","-1.3484085","-2.0532346","-0.1177944","-1.8592767","-3.8859026"
"G006159E44931N_3636_SMB","-0.7604065","0.2335203","-0.4079871","-0.6021674","-0.8534801","-0.0525136","-1.4283299","-0.8336658","0.0293093","-1.0075815","0.4137275","0.5544829","-0.3548687","0.2911222","-0.0246855","-0.1913018","-0.3273811","0.5374634","-0.5082906","-1.3282001","-0.451934","0.0544579","-1.4235845","-1.0890279","-0.7932082","-0.6763399","-0.611327","-0.3376952","0.5305898","-0.2172546","-0.5368593","-1.5206623","-0.651805","-0.8567658","0.7449639","-0.6735413","-2.5946288"
"G006159E45160N_3674_SMB","-0.5122501","0.4762506","0.1217276","0.1939704","-0.8748891","-0.3240629","-0.7124915","-0.7810393","0.3082284","-1.4354779","1.2606621","0.8319584","0.2350082","1.053237","0.0767216","-0.2776699","-0.1246682","0.5896315","-0.5767133","-1.2309988","-0.3723777","0.2135772","-2.1523721","-1.1634766","-0.8655006","-1.2577842","-0.7752277","-0.274184","0.6031516","-0.3266441","-0.4141568","-1.8663574","-0.8003368","-1.050831","0.2490783","-1.4979819","-2.518532"
"G006162E44931N_3559_SMB","-0.6644773","0.1536379","-0.3601063","-0.6814244","-0.7294852","-0.0858907","-1.4117333","-0.8245046","-0.3982131","-0.9573804","0.3976342","0.4345884","-0.211564","0.1788849","-0.0307787","-0.2680628","-0.2458068","0.1851172","-0.3364478","-1.2570522","-0.4808746","-0.0775803","-1.1879702","-0.9557103","-0.6173862","-0.5935343","-0.5655631","-0.5643429","0.3100115","-0.0031233","-0.7079893","-1.4828031","-0.7198597","-1.1246707","0.5094948","-0.9625468","-2.7799475"
"G006166E44895N_3403_SMB","-0.9935256","0.252518","-0.3067305","-0.7606308","-0.7948055","-0.1009263","-1.4148394","-0.9991304","0.1308793","-1.0897117","0.4967747","0.5565757","-0.4162508","0.3295212","-0.0911208","-0.217444","-0.4394716","0.4626829","-0.4841138","-1.3052961","-0.4227992","0.0882556","-1.5313255","-1.3121816","-0.9854693","-0.70315","-0.6622314","-0.4264008","0.4017372","-0.3159616","-0.7033635","-1.5841389","-0.6501138","-0.9067901","0.7313415","-0.7834837","-2.6756873"
"G006169E44900N_0_SMB","-0.8999104","-0.4909521","-1.0341992","-1.0884967","-1.3409501","-0.4677581","-1.7428269","-1.2001237","-0.5960519","-1.4539396","0.2901825","0.3424829","-0.5983801","0.207794","-0.1413936","-0.5285266","-0.2874745","0.2857738","-0.5535429","-1.4869153","-0.6042506","-0.3429394","-1.4788771","-1.324522","-0.8553363","-0.7072761","-0.6372927","-0.6526355","0.3819804","-0.1733107","-0.9148291","-1.6626781","-0.8630102","-1.1309232","0.302573","-1.3697088","-2.8115163"
"G006169E44900N_3380_SMB","-0.636942","-0.0828537","-0.4306058","-0.7865366","-0.8493784","-0.2862605","-1.4511365","-0.8895842","-0.3795524","-1.122774","0.4511234","0.5394804","-0.1344203","0.3722729","0.1077521","-0.1379715","-0.2439712","0.2759139","-0.395302","-1.4235721","-0.43563","-0.0824411","-1.3462052","-1.1771083","-0.6416541","-0.5167247","-0.5435982","-0.4780156","0.468937","-0.1422399","-0.8049155","-1.5952275","-0.8926484","-1.1124455","0.2601682","-1.4004939","-2.8847632"
