"GLACIER_ID","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003"
"G006174E44892N_3399_SMB","-1.2441719","0.2080646","-0.4067204","-0.9526979","-0.8963289","-0.0794825","-1.3244313","-1.2815181","0.0807652","-1.2465965","0.6436207","0.4903503","-0.6147494","0.1772676","-0.3577435","-0.3869218","-0.4395663","0.4313346","-0.6345758","-1.3042259","-0.4801424","-0.0540218","-1.6571261","-1.3236063","-0.9617774","-0.9471196","-0.6561052","-0.2643427","0.3064552","-0.3851788","-0.5354002","-1.5909882","-0.5915866","-0.9124167","0.6973623","-0.9087956","-2.5891094"
"G006175E44901N_3380_SMB","-0.5992674","0.0131256","-0.3665138","-0.7008969","-0.7250003","-0.2138087","-1.3782215","-0.7829762","-0.3589317","-1.0255456","0.3674557","0.5299322","-0.1050944","0.3093334","0.0685112","-0.1868051","-0.1992842","0.2804656","-0.2685158","-1.325304","-0.3853757","0.0360972","-1.2231789","-1.0573833","-0.6071269","-0.498937","-0.5396103","-0.4699188","0.4933126","-0.0659864","-0.7747089","-1.4716517","-0.7724048","-1.0603352","0.3197881","-1.2060213","-2.8824477"
"G006178E44893N_3445_SMB","-1.0153571","0.3160091","-0.172873","-0.7595414","-0.6323755","-0.0215372","-1.317935","-0.9628238","0.1341611","-0.9775468","0.5301369","0.497918","-0.4262744","0.1266213","-0.3269798","-0.2429662","-0.2707265","0.4189048","-0.5073935","-1.2643635","-0.415182","-0.2707265","-1.5319072","-0.9383176","-0.7187804","-0.7794619","-0.5445932","-0.3019236","0.3723078","-0.0554672","-0.3190964","-1.4942203","-0.5002047","-0.9097704","0.8200603","-0.3906435","-2.5211658"
"G006179E44896N_3613_SMB","-1.00105","0.2492368","-0.316413","-0.8231765","-0.6185763","-0.0764107","-1.4683261","-1.0136186","0.1271705","-1.1614969","0.6439157","0.5440438","-0.3439287","0.2706876","-0.1742228","-0.2318915","-0.3092282","0.3771875","-0.524777","-1.2769809","-0.3399134","0.0718449","-1.6149911","-1.1965827","-0.7839245","-0.8613284","-0.563928","-0.2287097","0.3505206","-0.1485872","-0.3663662","-1.5062903","-0.2318915","-0.8721656","0.9052175","-0.6529722","-2.6053975"
"G006181E44883N_3533_SMB","-0.2942151","0.4699146","0.1572741","0.1622798","0.0793584","0.2267778","-0.3551961","-0.2168748","0.2387136","-0.0094154","0.6825056","0.8019049","0.2758795","0.4522288","0.229552","0.1726289","-0.0803925","0.5686496","0.0174216","-0.741428","0.0004543","0.404179","-0.8792627","-0.5035393","-0.2651014","-0.1486904","-0.2422412","0.0549147","0.6785018","0.1874456","0.1267884","-0.5266074","-0.2181266","-0.353429","0.9906657","-0.0032453","-1.7876837"
"G006182E44890N_3497_SMB","-0.9612147","0.2520068","-0.2129809","-0.7439824","-0.6926461","-0.0513665","-1.2934701","-0.8949277","0.0185068","-0.87542","0.4186625","0.4389727","-0.4554679","0.1450256","-0.2065812","-0.2902983","-0.3765974","0.3515596","-0.4434941","-1.2472912","-0.4800484","-0.0991248","-1.4390073","-0.9813775","-0.8270676","-0.7756181","-0.5728719","-0.4278493","0.2768735","-0.1539177","-0.5979294","-1.5195644","-0.6517484","-0.8712606","0.7425331","-0.4421822","-2.5243516"
"G006182E44906N_0_SMB","-1.0510437","0.0856447","-0.6654723","-1.0608351","-1.0601757","-0.1866831","-1.8546449","-1.2304025","-0.0122408","-1.3784001","0.7588984","0.5574626","-0.3141121","0.3448336","-0.1033927","-0.1608485","-0.3408443","0.3382758","-0.724938","-1.459106","-0.605378","-0.110118","-1.7482992","-1.5941778","-0.8159721","-1.0015013","-0.5953667","-0.2263083","0.3567302","-0.4406445","-0.769875","-1.7465813","-0.9172387","-1.250982","0.9673724","-1.589118","-2.8741889"
"G006182E44911N_3370_SMB","-0.6745754","0.0650875","-0.5389848","-0.8423358","-0.9500576","-0.246812","-1.5715575","-0.9357595","-0.3899677","-1.1529901","0.4011875","0.5237715","-0.203016","0.3206343","0.0724142","-0.2099675","-0.2403071","0.320366","-0.3885177","-1.4603349","-0.4753171","-0.0955542","-1.3424435","-1.1554906","-0.6888101","-0.5553688","-0.5754268","-0.5805582","0.4974056","-0.1365819","-0.9331317","-1.6551768","-0.8881396","-1.2786129","0.2296859","-1.450377","-2.9655554"
"G006185E44882N_3431_SMB","-0.9194717","0.3088919","-0.1359579","-0.6725202","-0.6906366","-0.0042034","-1.2167463","-0.8312185","0.0589651","-0.7506537","0.3580936","0.4057516","-0.4797815","0.0412159","-0.3149474","-0.2622853","-0.3344796","0.4231608","-0.3988912","-1.232383","-0.4534846","-0.1245705","-1.3885661","-0.8542308","-0.8475481","-0.6513767","-0.5567741","-0.4440399","0.2940061","-0.0838663","-0.4592731","-1.4168963","-0.5640043","-0.8988562","0.6558654","-0.0874857","-2.4346976"
"G006187E44914N_0_SMB","-0.8325738","-0.19594","-0.8101108","-1.1328751","-0.9900498","-0.2943569","-1.8149971","-1.0758994","-0.4617505","-1.18362","0.6317944","0.4989749","-0.0990494","0.3263424","-0.0522113","-0.2980806","-0.2058142","0.2860405","-0.4009506","-1.5704291","-0.5651437","-0.0840668","-1.5370243","-1.296857","-0.6138418","-0.6894035","-0.6512599","-0.4810288","0.4286947","-0.1563721","-0.9746973","-1.813531","-0.9544023","-1.4506775","0.5531552","-1.813531","-3.1935167"
"G006188E44860N_3454_SMB","-2.6812775","-2.2954714","-2.8563576","-1.9870049","-2.790879","-1.3623137","-2.8110185","-1.8321447","-1.8031301","-2.2689214","-1.0117443","-0.8878237","-2.0141649","-1.1861305","-1.5889621","-2.7492604","-2.1064737","-0.7439851","-2.0866432","-2.3934207","-1.9255867","-2.2276523","-2.3661265","-2.0589037","-2.0974565","-2.134181","-1.9599713","-2.5497358","-1.5899029","-2.6061726","-3.3356016","-3.0141349","-2.5826023","-3.1498308","-2.6612368","-2.9252832","-4.6147938"
"G006191E44853N_0_SMB","-0.9733635","0.1798265","-0.6769528","-0.8870108","-1.1469309","-0.2189125","-1.8125983","-1.2865157","0.0886653","-1.4916369","0.8018476","0.6815243","-0.242017","0.4989554","0.0492882","-0.1051985","-0.2970724","0.5652886","-0.65482","-1.4830718","-0.4860029","0.1286853","-1.8066841","-1.8524027","-0.9188861","-0.9874734","-0.6605835","-0.2040224","0.5352063","-0.6583608","-0.6295505","-1.8685329","-0.8359017","-1.0434513","0.8729504","-1.8520852","-2.9816635"
"G006191E44853N_3799_SMB","-0.7369118","0.2961087","-0.3868864","-0.5723708","-0.8066604","-0.0270324","-1.4065423","-0.8219303","0.0889181","-0.9798869","0.5381361","0.5991644","-0.2509523","0.2999814","-0.0330012","-0.1555625","-0.2247685","0.5618702","-0.3704062","-1.3125956","-0.4201927","0.1421865","-1.5070043","-1.0597756","-0.7278417","-0.7856062","-0.5650643","-0.2224731","0.5695353","-0.1958433","-0.3871499","-1.5739459","-0.694007","-0.8772539","0.8584522","-0.9307238","-2.6739225"
"G006191E44853N_3800_SMB","-0.8784692","0.2492287","-0.5598898","-0.6985528","-0.9748833","-0.0586324","-1.5333211","-0.9511915","0.0610204","-1.14587","0.4675953","0.5198562","-0.4970677","0.234319","-0.1815606","-0.2811589","-0.2552685","0.6226127","-0.401945","-1.3530265","-0.4986936","0.0686146","-1.5392017","-1.129909","-0.8070623","-0.8294322","-0.5658635","-0.258286","0.5176188","-0.2340662","-0.4237637","-1.6122047","-0.6304738","-0.9524688","0.8097357","-0.7302753","-2.6676152"
"G006195E44883N_3695_SMB","-0.562638","-0.0687269","-0.3296268","-0.6515029","-0.6255678","-0.362987","-1.2824651","-0.7524074","-0.3783995","-0.9963467","0.3100016","0.4829792","-0.115647","0.2839916","0.0332651","-0.1777078","-0.1872548","0.1986533","-0.2627614","-1.3168486","-0.3554559","-0.007246","-1.345052","-1.0642999","-0.6357269","-0.5226775","-0.5865161","-0.4192747","0.3993914","-0.1791365","-0.8528496","-1.5294509","-0.7545241","-1.0326786","0.294395","-1.1710141","-2.9417675"
"G006197E44744N_3330_SMB","-0.7108804","0.0781002","-0.4687585","-0.890982","-0.5195991","-0.1509719","-1.4875124","-0.7982357","-0.5587021","-0.9534224","0.623637","0.477935","0.2689798","0.2860482","-0.3769363","-0.1718522","-0.2852479","0.1853073","-0.4924479","-1.4920175","-1.1129246","-0.4570197","-1.3068444","-1.2483258","-0.9405236","-0.7865169","-0.6656795","-0.5235692","0.143969","0.0214036","-0.855975","-1.8771696","-1.2454785","-1.3330967","0.0790739","-1.8010986","-3.2419391"
"G006197E44744N_3692_SMB","-0.6141134","0.132289","-0.2815705","-0.6879249","-0.314633","-0.130499","-1.2026975","-0.6355768","-0.5125257","-0.7995721","0.5394918","0.4652497","0.2939651","0.2198874","-0.2970322","-0.1569896","-0.2490345","0.0979214","-0.3605189","-1.307655","-0.8506378","-0.3254983","-1.1922419","-0.9661059","-0.6012608","-0.5705375","-0.5725886","-0.3905545","0.1933633","0.082993","-0.3859155","-1.4087826","-0.8665948","-0.7723094","0.3788776","-1.0265737","-2.6262567"
"G006197E44874N_0_2_SMB","-0.8173692","0.2945592","-0.1949089","-0.6727513","-0.6825086","-0.0383125","-1.2742426","-0.8740733","0.1218417","-0.8588543","0.5729342","0.5693849","-0.3174893","0.2290393","-0.0924133","-0.151157","-0.2402066","0.4650917","-0.4935016","-1.3031775","-0.4777005","-0.0269749","-1.5360572","-1.0125786","-0.7699693","-0.9384294","-0.5576693","-0.2573323","0.3887474","-0.2427506","-0.4387161","-1.6354907","-0.8189275","-1.1216397","0.8339121","-1.0687308","-2.7229016"
"G006197E44874N_0_3_SMB","-0.8276908","0.2885103","-0.2105634","-0.6891354","-0.7004687","-0.0414642","-1.2897966","-0.8877223","0.1227118","-0.873575","0.5759621","0.5680121","-0.3286624","0.2247755","-0.0957557","-0.1507839","-0.2436196","0.4698041","-0.5007933","-1.3133161","-0.4916148","-0.0361999","-1.5419604","-1.0283395","-0.7770985","-0.9442483","-0.5609049","-0.2629165","0.3862352","-0.2657267","-0.6063106","-1.6526563","-0.8291022","-1.1366966","0.8284644","-1.1195724","-2.7440398"
"G006197E44874N_0_SMB","-0.8255519","0.2898851","-0.2072867","-0.6855962","-0.6966828","-0.0408033","-1.286566","-0.8847817","0.1224936","-0.8704728","0.575356","0.5683422","-0.3263281","0.2256607","-0.0950157","-0.1508518","-0.242892","0.4688092","-0.4991741","-1.309833","-0.4858915","-0.0326935","-1.5416422","-1.016049","-0.7591835","-0.8415762","-0.5571947","-0.2600834","0.3915767","-0.2402949","-0.4191403","-1.6356517","-0.6977981","-0.9641252","0.8481718","-1.060937","-2.7074265"
"G006197E44874N_3801_SMB","-0.701314","0.3228823","-0.0841457","-0.5434317","-0.4854637","-0.0077929","-1.1358465","-0.7658892","0.1186188","-0.745209","0.5373697","0.5617682","-0.2034211","0.2370214","-0.0859698","-0.1601114","-0.2187642","0.4163832","-0.3919998","-1.2156105","-0.3199757","0.0760333","-1.497086","-0.8620708","-0.6647853","-0.6824334","-0.4763838","-0.1852187","0.4127482","0.0866916","-0.1652712","-1.3252716","-0.4744393","-0.7701583","0.8475863","-0.1466079","-2.3788319"
"G006201E44854N_3580_SMB","-0.9091781","0.2330766","-0.2634156","-0.7657726","-0.895313","-0.0673157","-1.4062226","-0.905031","-0.023001","-1.099847","0.4604913","0.3560735","-0.4248907","0.1015098","-0.3000625","-0.3322074","-0.3216629","0.2762529","-0.4092256","-1.2307296","-0.3880229","-0.1089344","-1.4775825","-0.9276872","-0.7556067","-0.8392527","-0.5390141","-0.3225883","0.2379384","-0.0492548","-0.4067501","-1.3833103","-0.5038316","-0.8135997","0.7874128","-0.2017985","-2.4148395"
"G006204E44866N_3796_SMB","-0.7907397","0.2283995","-0.2424991","-0.6879129","-0.7670767","-0.0796892","-1.3638878","-0.870374","-0.0033907","-1.049705","0.499554","0.4822093","-0.2675815","0.2669013","-0.102418","-0.2230019","-0.3557933","0.2689186","-0.4166701","-1.2065651","-0.3841835","0.0015193","-1.4957153","-1.1143061","-0.7308851","-0.8358718","-0.5956248","-0.3066534","0.2920333","-0.075869","-0.5623171","-1.4671445","-0.5987762","-0.7975317","0.8355943","-0.5490713","-2.51899"
"G006204E44866N_3797_SMB","-0.7501378","0.2486793","-0.1979452","-0.6414815","-0.7088668","-0.0518267","-1.3108093","-0.8012354","0.0113404","-0.9674163","0.4972776","0.5004216","-0.2212126","0.2639266","-0.0792783","-0.1884166","-0.3389282","0.2738267","-0.4185901","-1.1784146","-0.346068","0.0773726","-1.4726481","-0.9707092","-0.6676437","-0.5936012","-0.5142886","-0.2461228","0.3588601","0.0763074","-0.3197967","-1.2500787","-0.5115561","-0.6812522","0.7785534","-0.1242587","-2.1608303"
"G006204E44866N_3798_SMB","-0.9522403","0.3283923","-0.2166692","-0.5934117","-0.784133","-0.0359824","-0.9713816","-0.9718935","0.1776762","-1.0543216","0.5058883","0.6209453","-0.38712","0.3054489","-0.0501568","-0.1646178","-0.3796266","0.6399393","-0.4972162","-1.2901888","-0.4387391","0.1196301","-1.5353931","-1.1513125","-0.8720707","-0.6174093","-0.6647966","-0.4477423","0.4776261","-0.2681932","-0.5304086","-1.5809125","-0.6305602","-0.960651","0.6390955","-0.6227572","-2.67557"
"G006206E44859N_3499_SMB","-0.9522403","0.3283923","-0.2166692","-0.5934117","-0.784133","-0.0359824","-0.9713816","-0.9718935","0.1776762","-1.0543216","0.5058883","0.6209453","-0.38712","0.3054489","-0.0501568","-0.1646178","-0.3796266","0.6399393","-0.4972162","-1.2901888","-0.4387391","0.1196301","-1.5353931","-1.1513125","-0.8720707","-0.6174093","-0.6647966","-0.4477423","0.4776261","-0.2681932","-0.5304086","-1.5809125","-0.6305602","-0.960651","0.6390955","-0.6227572","-2.67557"
"G006206E44880N_3501_SMB","-2.7302446","-2.121325","-2.7847762","-2.2403927","-2.7032719","-1.3994246","-2.7805429","-2.1652842","-1.9010448","-2.2047901","-0.9536166","-1.2699921","-2.317194","-1.5062082","-2.2191567","-2.9931936","-1.8705601","-0.8334056","-2.0813756","-2.3482351","-2.233319","-1.9444206","-2.1177711","-2.2269177","-2.3597112","-2.2212443","-1.6806917","-2.2617445","-1.3056316","-2.5066774","-2.9589806","-2.7472556","-1.9573753","-2.5494237","-1.5506041","-2.6731997","-4.0247064"
"G006210E44747N_3332_SMB","-0.7780012","0.3568102","-0.4369704","-0.8487605","-0.4983998","-0.06176","-1.6867037","-0.900789","-0.4517192","-1.0643263","0.6156684","0.5408851","0.2074996","0.2616354","-0.4111797","-0.3232458","-0.2610843","0.1328943","-0.4765856","-1.3669906","-1.0334907","-0.3457313","-1.3020859","-1.2485733","-0.809698","-0.7219473","-0.738974","-0.528788","0.1846248","0.0140522","-0.7143166","-1.7870264","-0.9378446","-1.0597056","0.2433679","-1.6240304","-3.0127587"
"G006214E44851N_3621_SMB","-1.8393624","-0.6996087","-1.7687154","-1.4615555","-1.7664351","-0.3032088","-2.1093252","-1.4713557","-0.3406276","-1.6102098","0.0464661","-0.0494821","-1.4846761","-0.2356802","-1.1285805","-1.4944298","-0.9165589","0.6698789","-1.0487998","-1.7787572","-1.3008213","-0.6775667","-1.6807313","-1.6534462","-1.6303735","-1.5445683","-1.0237899","-1.1136785","0.1012218","-1.6526603","-2.0060222","-2.101826","-1.374759","-1.775564","0.2835701","-1.6410828","-3.1798"
"G006214E44963N_3593_SMB","-0.84848","0.3415934","-0.1683872","-0.5451504","-0.7602941","-0.0174576","-1.1467406","-0.8578531","0.1182706","-0.8139548","0.3506347","0.552146","-0.4481174","0.1838498","-0.1785415","-0.195523","-0.3202381","0.6134695","-0.3354099","-1.2730577","-0.4873587","-0.0268969","-1.4055648","-0.9192926","-0.8313827","-0.5588655","-0.6032299","-0.4385374","0.4751589","-0.1337821","-0.4024679","-1.4678009","-0.5987787","-0.8948199","0.6038452","-0.1393215","-2.4905152"
"G006216E44862N_3791_SMB","-0.8763917","-0.234368","-0.9230863","-0.9458998","-1.2388307","-0.3682246","-1.5924168","-1.0678265","-0.6260291","-1.3288741","0.0733218","0.1807135","-0.6445143","-0.0148218","-0.3058909","-0.6623701","-0.2306999","0.2532026","-0.3970439","-1.4228867","-0.5315762","-0.3253567","-1.3894153","-1.1801639","-0.9266829","-0.8378657","-0.6301662","-0.8084384","0.2679946","-0.5534422","-1.499454","-1.7645032","-0.992955","-1.5290897","-0.2621202","-1.6388301","-3.1494126"
"G006216E44862N_3792_SMB","-1.188448","-0.5253989","-1.2088962","-1.1676081","-1.5315571","-0.4344592","-1.7535203","-1.1940098","-0.911943","-1.4340978","-0.1881246","-1.7535203","-0.9068913","-0.2248684","-0.6863989","-1.0995421","-0.4529501","0.2380907","-0.7516571","-1.54494","-0.8117908","-0.5313489","-1.3791816","-0.9972538","-1.1183697","-0.8725343","-0.7328234","-0.9200137","0.1743979","-0.1169406","-0.5993431","-1.5908835","-0.7059489","-1.0465683","0.2107572","-0.6295165","-2.4774151"
"G006216E44862N_3793_SMB","-1.3569517","-0.8054916","-1.485831","-1.2771645","-1.697904","-0.4358916","-1.8520224","-1.1574843","-1.0419096","-1.4901328","-0.3599181","-0.2788113","-1.1907059","-0.4031817","-1.0307693","-1.5511503","-0.5823594","0.3468455","-0.8188286","-1.6166804","-1.0111305","-0.6911188","-1.3220804","-0.8733383","-1.2967917","-0.9589949","-0.8377306","-0.6970003","0.19942","-0.2328596","-0.5147839","-1.5338109","-0.582005","-1.0118803","0.2012013","-0.3458734","-2.3099921"
"G006216E44862N_3794_SMB","-2.0162904","-1.27062","-1.9995283","-1.6490192","-2.0786228","-0.7132","-2.2035899","-1.6307528","-1.2351899","-1.8409934","-0.4150805","-0.3793656","-1.506282","-0.4205514","-1.2016571","-1.7856836","-0.9476889","0.0549149","-1.2539101","-1.7748461","-1.2783301","-0.9766209","-1.6313053","-1.5315721","-1.6442206","-1.3126879","-0.9420556","-0.8705774","-0.0017889","-0.6026677","-0.8784447","-1.7851577","-0.8189412","-1.1369537","0.1612666","-1.164469","-2.5851555"
"G006216E44862N_3795_SMB","-0.7499794","-0.0521587","-0.5333868","-1.0064294","-1.1463037","-0.3533485","-1.7050059","-1.1251578","-0.3891926","-1.3045323","0.5368324","0.5592333","-0.1860153","0.4503739","0.134144","-0.1406135","-0.2966968","0.3328432","-0.5544937","-1.4912882","-0.4780575","-0.1975908","-1.529186","-1.4273734","-0.7538539","-0.5663221","-0.5766489","-0.5421118","0.4797143","-0.2389424","-1.015771","-1.7529173","-1.0090584","-1.2823991","0.1763242","-1.6996973","-3.0701933"
"G006217E44849N_3304_SMB","-1.8425974","-0.5845864","-1.6833929","-1.4211267","-1.7262694","-0.302882","-2.0608287","-1.4896111","-0.2515557","-1.6298113","0.1152937","0.0495843","-1.3968122","-0.1351882","-1.0452037","-1.3839045","-0.8687469","0.7221383","-0.9415352","-1.7054176","-1.1356384","-0.3905078","-1.6537852","-1.7291722","-1.6367708","-1.5263751","-0.8846557","-0.9924489","0.1333146","-1.4726957","-1.6935556","-2.0276058","-0.987649","-1.3520447","0.5259537","-1.3047531","-3.0182095"
"G006217E44961N_0_SMB","-1.6981156","-0.3361926","-1.269115","-1.3070686","-1.4682838","-0.4725199","-1.681519","-1.5436003","-0.3670955","-1.5628649","0.1406149","0.2120209","-1.245436","-0.1541256","-1.020557","-0.7760251","-0.827487","0.5754822","-0.7367591","-1.5607994","-1.0341769","-0.5042612","-1.6273066","-1.627573","-1.5523977","-1.2318728","-0.9465191","-0.7978498","-0.0750517","-1.3549774","-1.4102125","-1.9104587","-0.9386067","-1.2761823","0.2862848","-1.1841795","-2.8134193"
"G006217E44964N_3428_SMB","-1.0990171","0.2753643","-0.191157","-0.6528938","-0.8525823","0.0440757","-1.0287511","-0.7319692","0.2365403","-0.7029449","0.3673634","0.4283607","-0.5413116","0.0546248","-0.3828076","-0.3669172","-0.4014742","0.6997449","-0.376055","-1.2760911","-0.5223676","-0.0197031","-1.4901497","-0.7172877","-1.0011108","-0.6485098","-0.6788326","-0.4151983","0.4972289","-0.1644945","-0.3713075","-1.4163398","-0.512303","-0.8798768","0.5518992","-0.148348","-2.4971678"
"G006217E44970N_3253_SMB","-0.5569269","-0.0955646","-0.4822336","-0.7145299","-0.8338794","-0.3182262","-1.3860573","-0.7956418","-0.3612586","-0.9778392","0.3347144","0.4943401","-0.1766721","0.2674893","0.0675666","-0.1762012","-0.2140322","0.3226506","-0.3529777","-1.443157","-0.4256177","-0.1063738","-1.3312652","-0.9928582","-0.6478212","-0.5232012","-0.6097081","-0.5104562","0.446039","-0.1484643","-0.7894005","-1.6780162","-0.8661363","-1.2650611","0.2063442","-1.2990849","-2.9662237"
"G006222E44852N_3526_SMB","-1.3368651","0.882933","-0.371841","-0.6076252","-1.0160354","0.1609991","-0.9834337","-0.9269389","-0.0117443","-1.196352","0.5038453","0.3100446","-0.8526034","-0.2860376","-0.3513691","-0.7355382","-0.2328522","0.8571059","-0.454882","-1.3290691","-0.3294464","-0.2299515","-1.6242199","-0.6856532","-1.1259041","-0.941195","-0.5001256","-0.2028663","0.3789887","-0.1388733","-0.163307","-1.5480728","-0.4483393","-0.8864551","0.6296365","-0.0982285","-2.316653"
"G006223E44847N_3426_SMB","-0.6363121","0.1618342","-0.5166414","-0.7088988","-0.8379514","-0.2030375","-1.5235903","-0.8781971","-0.3781238","-1.0899541","0.501283","0.5672688","-0.0811483","0.3202607","0.0621235","-0.184721","-0.2536444","0.3642407","-0.3509141","-1.3813915","-0.4227905","0.0280303","-1.3052415","-1.0824642","-0.6012664","-0.6166058","-0.5177851","-0.4248391","0.5636526","-0.092605","-0.712126","-1.7104609","-0.808777","-1.2900774","0.4078407","-1.4806497","-3.0523293"
"G006223E44966N_3275_SMB","-1.2477789","0.6596303","-0.3269664","-0.4677782","-0.9263331","0.2472781","-0.9045296","-0.6415482","0.2549634","-1.0180327","0.2898314","0.3576198","-0.654389","-0.1258893","-0.3187829","-0.7333013","-0.2783908","0.9673763","-0.25495","-1.3024095","-0.4281141","0.1477185","-1.5602486","-0.7732978","-1.1737279","-0.6847114","-0.5431669","-0.3427106","0.5557189","-0.0987636","-0.2360371","-1.5153489","-0.4875425","-0.9184446","0.6744931","0.1736898","-2.3459728"
"G006226E44847N_3415_SMB","-0.4509546","-0.0110423","-0.2882732","-0.7061489","-0.626084","-0.0979522","-1.1872981","-0.5963317","-0.3953205","-0.6441612","0.3470078","0.2786819","-0.1616065","0.0764223","-0.1817543","-0.2606255","-0.1503477","0.2534926","-0.1510925","-1.2331723","-0.3442525","-0.1308392","-0.970888","-0.6685045","-0.476201","-0.5803548","-0.4547721","-0.4126459","0.2777044","0.043497","-0.526312","-1.332339","-0.7061405","-1.0633513","0.425285","-0.7534697","-2.6330495"
"G006226E45003N_3675_SMB","-0.8144861","0.3167046","-0.5197475","-0.7183672","-0.6320906","-0.1574818","-1.0665203","-0.760761","0.1546963","-1.1378193","0.3352757","0.1679826","-0.3960733","-0.1678426","-0.3496346","-0.3071094","-0.2859193","0.1619907","-0.3638097","-1.061419","-0.3117492","-0.2471181","-1.4744474","-0.1620907","-0.734013","-0.3044316","-0.3253186","-0.1350484","0.0946057","0.4920595","0.2891796","-1.0182774","-0.3617232","-0.5728762","0.2078815","0.5439253","-2.2362924"
"G006229E44849N_3444_SMB","-0.5613835","0.0749944","-0.4061298","-0.7533771","-0.697556","-0.1132174","-1.3535955","-0.6915803","-0.3935354","-0.7635086","0.3886139","0.3303109","-0.1660054","0.1125486","-0.1621288","-0.3142945","-0.1672915","0.253929","-0.1997331","-1.3219118","-0.3935677","-0.101392","-1.0352745","-0.7841768","-0.5037438","-0.623462","-0.5016997","-0.4739761","0.3405849","-0.0039513","-0.675072","-1.4668463","-0.7091635","-1.2202139","0.4767486","-0.9412884","-2.824656"
"G006231E44772N_3509_SMB","-0.7093504","0.186433","-0.5021985","-0.8385139","-0.5034081","-0.182242","-1.4411608","-0.7692177","-0.6359123","-0.9635452","0.5354552","0.405867","0.1810581","0.1858769","-0.3976524","-0.2433892","-0.2512378","0.094529","-0.5055597","-1.3671806","-1.0026679","-0.4198027","-1.281437","-1.0826313","-0.721541","-0.6941177","-0.6711192","-0.4843116","0.1157495","0.0560295","-0.5566534","-1.6318318","-0.9932498","-0.9404737","0.1554054","-1.3990715","-2.8432331"
"G006233E44850N_3565_SMB","-0.8935618","0.1732571","-0.5395448","-0.7965491","-0.9317949","-0.1357622","-1.6833526","-0.9600331","-0.0085476","-1.1679742","0.5883677","0.4617311","-0.2785574","0.2046907","-0.0711965","-0.3221384","-0.2776345","0.2251661","-0.5043222","-1.3530269","-0.6356754","-0.1542249","-1.4271729","-1.1241838","-0.6983175","-0.7063222","-0.5925539","-0.5861009","0.2917364","-0.0961627","-0.8174076","-1.64771","-0.7447149","-1.2617315","0.6628554","-1.3040709","-2.9742293"
"G006235E44903N_3623_SMB","-1.0449799","0.6766726","-0.2526174","-0.4951096","-0.8289638","0.1791121","-0.8666533","-0.750619","0.193362","-1.0375271","0.3916817","0.39893","-0.5730468","-0.083549","-0.2176339","-0.4898416","-0.2303397","0.8557035","-0.2116124","-1.2623702","-0.2971057","0.0019337","-1.5382469","-0.7515686","-1.0096002","-0.7310885","-0.5283835","-0.2124703","0.4562105","-0.0347295","-0.1340864","-1.4139895","-0.4741196","-0.8106245","0.5436812","0.1174428","-2.2363229"
"G006235E44914N_3283_SMB","-0.8289301","0.2567349","-0.3017005","-0.6289542","-0.8613365","-0.1424055","-1.2865186","-1.0631493","0.0764418","-1.1919947","0.5505913","0.6004391","-0.3713961","0.3820713","-0.0153222","-0.1565662","-0.345629","0.5422915","-0.5486129","-1.3094771","-0.4594933","0.0031804","-1.5816407","-1.2784808","-0.9261172","-0.7386694","-0.6083329","-0.303709","0.4302809","-0.2124614","-0.4530834","-1.5722239","-0.7605674","-0.8667217","0.6221426","-0.9273182","-2.5695062"
"G006235E44965N_3327_SMB","-1.2379069","0.245891","-0.3519747","-0.9506695","-0.7977732","-0.0928333","-1.4657305","-1.1961119","0.0910031","-1.2150173","0.6057477","0.5363408","-0.5028707","0.2156836","-0.3345643","-0.2552536","-0.3989972","0.4095178","-0.6380584","-1.3280511","-0.5041217","-0.0399608","-1.6132979","-1.3100226","-0.8559941","-0.8642956","-0.6350405","-0.3766494","0.3299515","-0.3525268","-0.6013032","-1.6342973","-0.6161734","-0.9979661","0.8243154","-0.8151779","-2.7035799"
"G006237E44775N_3626_SMB","-0.874091","0.3274053","-0.5552847","-0.9423237","-0.530534","-0.0944867","-1.8026036","-1.0368499","-0.6633203","-0.932163","0.6540751","0.4922099","0.0817989","0.2448382","-0.5087607","-0.3301773","-0.3324237","0.113145","-0.8205507","-1.3946204","-1.0036886","-0.3833252","-1.4747984","-1.348371","-0.9631552","-0.890349","-0.7395678","-0.4054361","0.1867653","-0.0301161","-0.8196148","-1.7788715","-1.2154206","-1.1979723","0.5183612","-1.1430585","-2.8405967"
"G006237E44911N_3549_SMB","-1.2213144","0.2000649","-0.3947665","-0.928178","-1.0029079","-0.1207126","-1.3021362","-1.2973766","0.0372526","-1.2370658","0.5957747","0.5068687","-0.6446172","0.2148396","-0.3015026","-0.3556809","-0.5359513","0.4424631","-0.6542332","-1.3038734","-0.542462","-0.0596445","-1.634624","-1.1009958","-1.0362262","-0.8669691","-0.7054698","-0.3469449","0.2983573","-0.4133857","-0.6001278","-1.603821","-0.6723435","-0.9058403","0.5889676","-0.8053512","-2.5225499"
